,,,,,,,,,,,,,,,Heatng load (kBtu/h),Cooling load (kbtu/h),,,,1.788708776,,,,,,,,,,
,,,,,,,,,,,,,,,42.1274081,,#REF!,,,#REF!,,,,,480000,,,,,
Date,Time,Heatng load (kBtu/h),Cooling load (kbtu/h),,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,25
"Fri, 01/Jan",0:30,2898.197,500.885,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2900.906,564.733,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2887.203,566.912,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2895.543,588.186,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2887.514,584.746,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2870.91,627.771,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2709.086,547.133,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2393.721,595.579,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2297.535,640.689,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2274.772,609.175,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2254.022,646.912,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2223.801,633.485,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2275.235,489.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2239.019,620.296,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2267.903,609.036,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2263.602,584.903,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2286.465,603.241,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2273.297,600.953,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2293.4,601.145,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2290.919,597.138,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2694.892,560.293,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2868.878,596.359,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2866.687,572.191,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2878.931,573.356,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sat, 02/Jan",0:30,2859.525,583.944,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2886.543,556.115,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2879.919,565.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2879.779,592.988,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2883.496,551.559,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2895.137,571.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2704.25,574.113,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2400.443,616.071,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2305.301,602.837,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2283.442,599.331,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2266.168,662.636,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2235.445,634.324,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2257.13,569.639,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2238.041,619.596,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2249.518,589.936,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2255.833,600.787,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2257.365,645.604,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2248.297,625.365,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2248.769,585.542,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2255.085,575.807,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2668.234,538.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2868.197,565.597,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2829.509,572.218,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2885.917,592.084,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, 03/Jan",0:30,2834.465,570.303,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2868.796,632.406,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2828.113,553.977,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2888.659,573.988,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2832.93,552.371,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2887.16,574.471,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2672.509,577.194,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2377.031,574.816,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2307.475,601.047,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2257.036,597.955,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2238.388,629.648,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2231.339,604.956,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2225.344,649.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2222.115,613.195,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2238.776,585.624,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2262.867,587.943,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2253.395,580.982,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2272.84,600.309,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2275.427,584.384,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2265.704,617.241,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2670.35,579.727,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2836.3,584.943,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2844.35,569.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2865.519,557.498,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mon, 04/Jan",0:30,2853.99,546.124,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2874.79,572.149,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2859.906,566.407,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2878.857,559.651,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2867.126,563.738,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2885.092,557.136,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2685.405,608.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2384.052,585.782,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2321.469,600.465,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2279.071,601.954,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2265.193,639.902,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2232.525,611.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2225.698,645.784,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2211.746,611.553,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2223.841,609.619,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2226.061,607.529,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2251.143,585.837,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2268.833,585.099,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2279.299,546.212,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2306.664,576.265,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2692.46,575.788,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2861.084,595.704,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2882.261,541.951,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2901.016,555.265,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tue, 05/Jan",0:30,2912.023,524.524,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2911.262,594.501,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2909.369,552.542,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2944.055,515.345,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2920.406,554.707,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2936.057,539.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2731.646,608.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2432.486,596.103,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2342.417,581.525,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2229.064,700.775,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2259.421,607.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2257.999,623.842,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2284.22,622.395,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2211.645,663.462,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2176.997,679.029,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2149.889,609.284,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2243.343,544.413,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2294.996,583.629,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2322.929,567.772,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2330.281,595.757,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2719.923,588.981,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2918.422,578.314,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2898.47,499.362,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2950.107,546.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wed, 06/Jan",0:30,2904.859,521.908,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2967.472,569.712,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2919.339,555.092,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2975.366,559.501,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2905.94,566.419,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2982.205,550.419,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2749.567,554.068,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2474.371,569.938,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2385.657,608.107,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2294.943,626.686,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2265.451,638.381,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2233.491,637.134,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2251.685,631.924,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2242.748,677.886,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2249.054,608.176,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2220.928,601.992,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2286.982,569.029,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2324.054,575.397,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2345.889,588.915,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2337.977,597.505,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2753.512,575.524,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2912.281,557.565,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2922.476,547.967,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2934.377,534.313,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thu, 07/Jan",0:30,2938.827,542.638,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2941.757,555.507,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2942.861,556.928,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2952.057,556.176,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2954.423,546.476,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2957.896,555.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2763.455,565.482,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2495.038,548.747,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2402.408,613.654,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2342.052,627.299,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2328.3,622.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2264.548,635.258,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2268.641,642.459,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2204.834,670.812,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2213.996,639.612,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2192.52,600.643,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2274.814,596.811,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2315.258,589.762,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2336.965,609.738,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2361.939,536.612,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2768.107,549.877,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2908.865,594.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2936.66,575.141,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2942.325,512.467,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fri, 08/Jan",0:30,2947.18,564.283,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2940.011,571.855,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2959.695,522.586,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2967.762,545.437,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2961.389,564.508,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2962.319,549.717,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2791.839,542.041,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2480.602,595.515,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2413.554,633.318,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2364.76,592.627,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2300.483,676.675,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2235.899,646.414,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2215.476,700.767,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2190.961,636.367,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2191.465,644.393,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2203.442,582.272,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2267.723,546.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2314.794,622.358,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2325.812,603.863,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2353.485,579.956,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2749.743,558.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2922.961,589.053,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2918.498,571.223,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2936.978,553.233,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sat, 09/Jan",0:30,2913.563,560.088,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2951.302,537.306,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2920.36,570.841,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2953.906,537.574,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2925.814,555.211,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2979.898,512.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2764.572,581.983,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2472.381,598.496,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2392.722,612.662,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2291.866,646.553,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2279.969,677.533,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2191.836,688.112,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2226.166,620.343,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2176.576,647.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2266.203,541.362,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2246.281,582.698,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2303.69,601.515,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2297.846,598.026,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2315.428,617.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2301.518,599.715,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2723.666,558.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2876.534,596.208,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2874.974,572.166,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2883.39,586.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, 10/Jan",0:30,2872.812,568.187,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2900.109,553.669,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2881.33,563.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2896.781,571.582,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2875.733,564.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2907.843,553.665,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2731.333,541.471,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2411.594,618.921,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2309.31,623.515,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2228.936,649.052,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2226.378,625.387,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2229.302,628.517,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2224.001,648.514,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2220.463,633.178,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2227.692,591.865,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2190.467,658.433,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2187.446,651.786,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2188.592,592.363,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2236.531,601.779,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2226.707,584.496,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2653.046,601.004,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2765.687,626.559,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2792.368,538.481,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2846.25,572.305,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mon, 11/Jan",0:30,2812.005,591.763,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2797.937,612.736,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2773.397,563.475,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2817.949,573.056,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2770.766,612.808,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2792.841,613.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2608.219,575.165,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2327.311,601.448,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2216.296,645.015,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2162.288,700.268,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2148.688,734.437,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2127.776,731.172,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2108.69,777.656,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2023.517,1108.539,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1917.576,1481.668,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1940.199,1475.913,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2033.367,1143.006,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2134.069,900.901,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2117.777,897.366,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2142.428,898.495,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2520.333,731.531,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2734.529,691.344,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2729.596,560.488,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2827.931,529.438,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tue, 12/Jan",0:30,2813.085,567.598,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2831.522,615.594,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2813.944,515.932,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2853.377,550.943,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2838.65,553.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2868.542,573.755,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2676.198,581.892,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2341.287,600.609,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2291.75,601.786,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2244.74,609.137,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2254.353,622.529,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2218.395,610.792,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2218.519,628.473,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2180.554,633.006,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2231.987,573.688,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2203.887,626.189,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2244.894,585.822,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2235.534,587.396,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2283.026,546.441,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2250.342,613.477,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2671.16,577.292,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2843.081,584.154,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2864.648,554.692,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2882.665,556.762,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wed, 13/Jan",0:30,2873.998,551.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2887.289,572.098,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2878.696,566.499,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2889.348,572.502,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2878.57,550.428,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2897.323,571.234,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2723.089,565.799,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2395.207,593.743,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2321.993,601.533,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2277.84,614.943,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2263.613,624.991,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2256.358,621.351,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2239.942,628.984,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2239.286,605.022,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2250.802,609.395,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2257.957,551.617,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2301.094,571.352,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2291.789,567.425,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2332.865,589.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2330.164,594.715,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2738.972,575.934,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2898.733,573.865,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2904.323,565.775,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2904.433,563.537,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thu, 14/Jan",0:30,2895.022,571.395,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2910.86,577.255,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2901.765,574.458,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2900.734,551.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2892.569,571.779,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2900.58,563.934,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2736.758,579.396,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2400.572,591.447,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2349.247,598.005,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2290.892,612.928,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2288.125,609.347,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2210.2,643.635,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2221.591,647.517,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2205.99,613.761,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2211.671,613.268,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2202.487,578.556,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2266.275,575.421,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2288.041,579.568,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2346.295,570.522,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2323.039,593.169,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2751.631,563.773,,,,,,,,,,,,,,,,,,,,,,,,,,,
