,,,,,,,,,,,,,,,Heatng load (kBtu/h),Cooling load (kbtu/h),,,,1.788708776,,,,,,,,,,
,,,,,,,,,,,,,,,42.1274081,,#REF!,,,#REF!,,,,,480000,,,,,
Date,Time,Heatng load (kBtu/h),Cooling load (kbtu/h),,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,25
,9:30,2182.679,663.559,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2125.605,700.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2144.236,627.738,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2153.474,638.219,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2161.613,641.607,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2139.19,628.391,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2124.374,622.312,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2152.343,584.712,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2273.136,538.963,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2264.067,611.378,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2327.251,583.743,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2696.759,574.391,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2869.312,565.433,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2911.647,548.962,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2882.217,567.476,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sat, 13/Feb",0:30,2923.546,550.572,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2902.455,540.033,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2925.603,559.277,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2909.238,564.386,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2933.473,569.426,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2891.629,589.556,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2741.482,597.996,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2388.854,626.878,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2358.61,570.478,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2288.948,569.744,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2324.265,571.986,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2266.058,623.724,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2285.638,591.947,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2257.101,586.553,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2310.568,602.813,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2269.277,597.947,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2316.982,599.332,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2299.957,593.024,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2358.412,596.836,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2318.803,592.659,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2740.018,582.814,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2917.206,588.083,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2878.798,567.753,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2934.274,551.761,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, 14/Feb",0:30,2890.02,570.474,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2928.303,550.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2888.358,555.946,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2933.643,561.296,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2902.017,546.039,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2952.739,533.792,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2723.645,596.523,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2453.307,603.242,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2343.246,617.779,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2301.137,594.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2266.337,647.861,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2250.417,648.146,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2222.515,642.898,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2242.149,590.755,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2224.159,624.905,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2247.049,603.618,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2259.557,568.574,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2296.051,578.127,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2300.646,568.818,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2322.458,607.218,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2723.568,563.214,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2863.047,576.506,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2924.882,570.063,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2876.903,554.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mon, 15/Feb",0:30,2936.768,550.089,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2883.507,565.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2945.455,564.977,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2885.022,582.573,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2940.847,567.207,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2879.608,568.302,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2759.245,599.144,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2389.077,592.548,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2346.746,616.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2237.821,632.934,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2295.362,628.211,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2177.297,683.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2198.845,741.794,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2110.192,744.821,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2179.098,641.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2120.089,729.857,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2190.62,688.139,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2132.6,637.601,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2218.379,592.413,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2186.214,601.813,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2644.458,562.827,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2862.274,545.363,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2833.271,515.541,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2895.295,570.528,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tue, 16/Feb",0:30,2827.989,548.394,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2915.101,533.492,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2839.272,560.028,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2923.236,558.898,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2853.097,562.121,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2946.114,543.631,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2698.984,575.479,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2433.526,591.369,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2312.978,588.394,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2303.521,599.163,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2278.888,619.867,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2263.456,609.746,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2230.248,634.858,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2260.876,596.241,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2267.214,602.751,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2296.139,602.203,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2266.39,614.408,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2301.798,597.321,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2298.098,581.095,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2336.206,592.745,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2741.921,557.969,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2881.72,577.714,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2927.387,550.089,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2889.225,564.645,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wed, 17/Feb",0:30,2916.771,572.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2893.61,564.727,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2924.589,558.527,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2896.36,563.422,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2932.88,544.784,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2894.477,562.943,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2758.983,570.844,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2404.568,603.262,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2367.657,586.516,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2289.591,589.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2347.783,644.341,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2259.256,605.039,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2287.802,623.465,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2196.107,641.541,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2274.695,638.787,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2183.209,609.212,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2278.667,594.227,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2252.792,567.776,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2360.391,598.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2311.089,598.029,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2742.143,560.927,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2921.757,573.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2890.441,538.264,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2954.369,548.883,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thu, 18/Feb",0:30,2913.482,533.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2948.792,581.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2906.526,560.397,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2957.615,549.727,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2916.778,557.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2972.008,547.613,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2754.433,564.739,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2477.808,598.368,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2359.877,638.955,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2300.084,645.744,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2242.659,632.666,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2234.503,639.155,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2224.282,647.473,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2231.49,636.536,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2220.928,584.855,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2279.113,587.586,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2276.866,562.972,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2340.151,551.683,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2346.697,603.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2381.829,571.287,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2780.665,572.415,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2923.512,580.599,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2936.076,550.039,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2951.206,548.039,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fri, 19/Feb",0:30,2967.826,524.378,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2970.271,544.215,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2973.541,574.854,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2988.026,525.893,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2985.965,541.651,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2998.327,552.022,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2815.715,580.561,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2487.379,582.322,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2379.29,647.438,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2245.364,631.795,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2252.829,634.914,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2238.45,644.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2253.643,668.899,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2226.887,622.764,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2232.042,619.841,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2199.019,628.505,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2234.055,585.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2291.34,557.336,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2358.759,571.323,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2364.027,586.338,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2783.783,554.972,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2940.453,566.608,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2940.682,573.903,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2949.177,547.903,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sat, 20/Feb",0:30,2949.351,546.068,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2957.429,565.928,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2963.625,556.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2951.13,557.479,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2947.565,579.718,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2949.987,560.499,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2768.352,587.297,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2452.479,586.411,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2377.188,628.843,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2292.455,659.466,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2295.792,682.754,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2237.031,624.664,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2243.126,632.773,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2201.019,627.773,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2215.819,652.597,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2194.381,612.164,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2246.542,594.892,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2263.37,582.063,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2313.558,567.045,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2281.619,559.825,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2715.592,554.845,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2878.738,578.887,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2892.46,557.017,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2899.175,581.068,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun, 21/Feb",0:30,2882.013,551.696,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2917.105,551.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2907.194,534.458,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2939.58,552.056,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2911.757,560.318,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2926.175,562.006,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2725.839,564.876,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2437.189,572.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2336.849,627.372,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2272.851,633.285,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2229.918,631.896,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2198.629,619.312,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2214.694,610.558,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2251.313,606.034,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2253.416,602.625,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2269.513,619.604,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2286.371,582.487,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2304.819,585.128,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2289.869,608.854,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2307.921,600.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2720.513,574.939,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2866.651,581.785,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2886.934,554.374,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2899.493,567.555,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mon, 22/Feb",0:30,2880.065,627.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2867.087,609.466,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2858.221,589.105,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2853.398,573.167,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2855.573,568.617,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2864.859,572.838,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2701.222,544.685,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2363.859,611.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2298.252,606.688,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2235.35,648.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2229.294,637.906,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2149.79,665.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2165.911,605.207,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2115.245,654.094,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2136.404,660.478,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2116.635,599.613,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2193.217,592.261,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2211.492,607.066,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2260.469,604.253,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2228.492,601.482,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2657.078,581.742,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2831.767,560.384,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2830.401,556.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2863.052,554.068,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tue, 23/Feb",0:30,2841.794,551.395,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2863.104,572.201,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2847.039,549.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2870.365,572.666,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2855.911,551.572,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2875.642,588.639,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2676.125,616.877,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2332.221,682.236,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2210.386,741.554,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2149.788,782.597,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,2131.506,766.259,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2108.628,765.592,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2107.535,767.361,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2092.798,808.275,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,2101.073,802.321,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2095.574,801.934,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2105.944,792.594,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2108.366,794.896,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2132.745,793.981,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2127.531,792.232,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2551.396,878.654,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2662.613,979.838,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2725.444,871.133,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2687.99,759.498,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wed, 24/Feb",0:30,2717.52,865.707,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2690.411,868.928,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2718.303,866.422,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2650.012,1131.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2628.06,1288.758,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2586.884,1290.841,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2433.652,1299.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2115.167,1319.844,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2013.229,1327.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,1978.712,1328.544,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,1998.985,1236.798,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,2005.007,1070.279,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,2041.177,833.394,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,2034.198,878.564,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1986.557,1075.898,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,1980.274,1233.765,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,1960.312,1325.452,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,1952.786,1323.268,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2011.343,1229.701,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2081.374,976.074,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2519.758,685.867,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2725.435,650.641,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2679.588,697.281,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2736.122,689.952,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thu, 25/Feb",0:30,2686.573,650.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2764.482,652.413,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2686.855,693.573,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2747.807,687.338,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2675.773,647.328,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2762.786,691.077,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6:30,2525.899,699.815,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7:30,2228.883,769.686,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8:30,2126.772,773.102,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9:30,2071.86,889.126,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10:30,1994.213,1165.735,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11:30,1860.819,1496.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12:30,1825.493,1665.829,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13:30,1832.424,1570.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14:30,1937.341,1237.081,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:30,2037.948,1008.889,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:30,2032.304,1002.498,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:30,2061.096,758.911,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18:30,2129.565,680.165,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19:30,2113.737,636.581,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20:30,2536.297,667.944,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21:30,2699.132,667.836,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22:30,2715.177,611.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23:30,2725.641,618.083,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fri, 26/Feb",0:30,2715.242,615.718,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1:30,2772.111,516.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2:30,2787.019,590.941,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3:30,2799.757,577.687,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4:30,2789.702,574.043,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5:30,2804.008,555.806,,,,,,,,,,,,,,,,,,,,,,,,,,,
